Key;region_name;Station;lon;lat;Date;STN_TIME;Twilight;Net_Type;Mesh_Size(um);Net_Mouth_Dia(m);DEPTH_STRT;DEPTH_END;Bottom Depth(m);Volume Filtered(m3);CTD;NOTES;Pi;NumberOfSpecies;SumOfDiversity;ANNE:POLY: >> POLY larvae s1;ANNE:POLY: >> POLY s1;ANNE:POLY: >> POLY s2;ANNE:POLY: >> POLY s3;ARCR:: >> CIRRI s1;ARCR:: >> CRUST larvae s1;ARCR:AMPH:GAMM >> GAMM s1;ARCR:AMPH:GAMM >> GAMM s2;ARCR:AMPH:GAMM >> GAMM s3;ARCR:AMPH:HYPE >> HYPER s1;ARCR:AMPH:HYPE >> HYPER s2;ARCR:AMPH:HYPE >> HYPER s3;ARCR:CLAD: >> CLADO s1;ARCR:COPE: >> COPE other <2mm;ARCR:COPE: >> COPE other >2mm;ARCR:COPE: >> COPEN s1;ARCR:COPE:CALA >> CALA <1mm;ARCR:COPE:CALA >> CALA <3mm≥1mm;ARCR:COPE:CALA >> CALA <5mm≥3mm;ARCR:COPE:CALA >> CALA >5mm;ARCR:DECA:MYSI >> MYSID s1;ARCR:DECA:MYSI >> MYSID s2;ARCR:DECA:MYSI >> MYSID s3;ARCR:DECA:NANT >> CARID s1;ARCR:DECA:NANT >> CARID s2;ARCR:DECA:NANT >> CARID s3;ARCR:DECA:REPA >> DECA s1;ARCR:DECA:REPA >> DECA s2;ARCR:DECA:REPA >> DECA s3;ARCR:EUPH: >> EUPH eggs;ARCR:EUPH: >> EUPH s1;ARCR:EUPH: >> EUPH s2;ARCR:EUPH: >> EUPH s3;ARCR:ISOP: >> ISOPOD s1;ARCR:ISOP: >> ISOPOD s2;ARCR:ISOP: >> ISOPOD s3;ARCR:OSTR: >> OSTRA <3mm;ARCR:OSTR: >> OSTRA >3mm;CHAE:: >> CHAET s1;CHAE:: >> CHAET s2;CHAE:: >> CHAET s3;CHRO:: >> PROTO s1;CHRO:: >> PROTO s2;CNID:ANTH: >> ANTH s1;CNID:ANTH: >> ANTH s2;CNID:HYDR: >> MEDUS s1;CNID:HYDR: >> MEDUS s2;CNID:HYDR: >> MEDUS s3;CNID:HYDR:SIPH >> CALYC s1;CNID:HYDR:SIPH >> CALYC s2;CNID:HYDR:SIPH >> CALYC s3;CNID:HYDR:SIPH >> PHYS float >5mm;CNID:HYDR:SIPH >> PHYS s1;CNID:HYDR:SIPH >> PHYS s2;CNID:HYDR:SIPH >> PHYS s3;CNID:SCYF: >> SCYPH s1;CNID:SCYF: >> SCYPH s2;CNID:SCYF: >> SCYPH s3;CTEN:: >> CTENO s1;CTEN:: >> CTENO s2;CTEN:: >> CTENO s3;ECHI:: >> ECHIN s1;ECTO:: >> BRYOC s1;MOCE:OCTO: >> CEPH s1;MOCE:OCTO: >> CEPH s2;MOCE:OCTO: >> CEPH s3;MOGA:HETE: >> HETERO s1;MOGA:HETE: >> HETERO s2;MOGA:HETE: >> HETERO s3;MOGA:PTER: >> CLIO s1;MOGA:PTER: >> CLIO s2;MOGA:PTER: >> CLIO s3;MOGA:PTER: >> GYMNO s1;MOGA:PTER: >> GYMNO s2;MOGA:PTER: >> GYMNO s3;MOGA:PTER: >> LIM-- s0;MOGA:PTER: >> LIM-- s1;MOGA:PTER: >> LIM-- s2;MOGA:PTER: >> LIM-- s3;MOLL:: >> MOLL s1;UROC:LARV: >> LARVAC s1;UROC:LARV: >> LARVAC s2;UROC:LARV: >> LARVAC s3;UROC:THAL: >> DOLIO s1;UROC:THAL: >> DOLIO s2;UROC:THAL: >> DOLIO s3;UROC:THAL: >> SALP s1;UROC:THAL: >> SALP s2;UROC:THAL: >> SALP s3;VERT:PISC: >> PISCES egg s1;VERT:PISC: >> PISCES s1;VERT:PISC: >> PISCES s2;VERT:PISC: >> PISCES s3;XXXX >> Remainder
IOS2015001007101A;Alaska Basin East;P20;-138.671;49.565;16 2 2015;1608;Daylight;Bongo VNH;236;0,56;249;0;3964;75.04;70; ;35;64;3,121;0;0,00917;0,0056;0,09062;0;0;0;0;0;0;0,20373;0;0;0,03447;0;0,00021;0,24247;1,75231;0,67594;0,32036;0;0;0;0;0;0;0;0;0;0,00384;0;0,04499;1,24744;0,24307;0;0;0,43497;0;0,00213;0,39957;3,71002;0,27087;0;0;0;0;0,60768;0,08582;0;0,08821;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00426;0;0;0;0,0064;0;0;0;0;0;0,01732;0,03332;0;0
IOS2015001009601A;Alaska Basin East;P26;-145.000;50.000;19 2 2015;0027;Night;Bongo VNH;236;0,56;249;0;4252;58.90;95;Check flow end, recorded in log as 70913 ;35;58;2,898;0;0;0,02309;0,4618;0;0;0;0;0;0;1,88944;0,08319;0;0,11279;0;0;1,03793;4,77605;2,43029;1,03226;0;0;0;0;0;0;0;0;0;0,00489;0;0,11463;0,14431;0;0;0;2,82513;0;0,02173;0,8891;2,85841;0,37813;0;0;0;0;0,90323;0,43735;0;0,08014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,83124;0;0;0;0;1,13005;0,04401;0;0;0,0489;0;0;0;0;0;0;0,24788;0;0
IOS2015020013801;Northern Vancouver Island Offshore;CS01;-129.694;50.580;2 6 2015;2017;Daylight;Bongo VNH;236;0,56;249;0;2104;47.43;137;1 OCTDO released - pictures ;35;99;2,98;0,60855;0;0,06502;0;0,12987;0;0;0;0;0;1,77213;0,55324;0;0,17299;0;0,00027;0,2653;2,55094;6,38297;3,99409;0;0;0;0;0;0,05467;0,29517;0,08644;0;0,06815;0;0;7,27843;0;0,07118;0;0,13409;0;0,00675;0,93948;5,75838;0,26407;0;0;0;0;2,22433;0,61101;0;0,09952;0,42843;0;1,61923;0,07573;0;0;0;0;0;0,0759;0,14969;0,02267;0;0,31795;0,17499;0,65781;0;0;0;0;0;0;0,33734;1,77103;1,28189;0;0,25638;0;0;0,0116;0,18216;0,03643;0;0,16192;0,2159;0,3795;0;0,08518;0;0,00527;0;0;0;0
IOS2015009002501;Northern Vancouver Island Offshore;P12;-130.667;48.970;10 6 2015;1748;Daylight;Bongo VNH;236;0,56;250;0;3233;53.34;24;Thick with Rhizosolenia, Ceratia ;35;88;2,744;0;0,35417;0,26096;0,25497;0,05999;0;0;0;0;0,0024;3,73977;0;0;0,22498;0;0,0012;0,84209;1,61014;0,73141;1,34721;0,00937;0;0,10499;0;0;0;0;0;0;0,0303;0,0018;0,04874;0,18421;0,22797;0;0;0,17098;0;0,0252;0,24718;4,17623;0,29024;0;0;0;0,31008;4,45257;0,79265;0;0;0;0;0,71991;0;0;0;0;0;0;0;0;0;0;0,01275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58568;0;0,31196;0,14578;0,08849;0,17998;0,29396;0,02625;0;0;0;0;0;0;1,43045;0
IOS2015009003901;Alaska Basin East;P16;-134.666;49.282;12 6 2015;0356;Night;Bongo VNH;236;0,56;246;0;3632;41.65;38; ;35;70;2,545;0;0,00807;0;0,65306;0;0;0;0;0;0;1,06228;0,12149;0;0,07249;0;0,00035;0,22636;1,01289;0,66458;4,8365;0;0;0;0;0;0;0;0;0;0,04763;0,01537;0;5,44616;0,14598;0;0;0,29195;0;0;0,3104;4,58103;0,29233;0;0;0;0,05186;0,60505;0,61849;0;0,11333;0,11333;0;0,92197;0;0;0;0;0;0;0;0;0;0;0,06531;0;0;0;0;0;0;0,21128;0;0;0,67227;0;0,29388;0;0;1,50012;0,00799;0,01921;0,12447;0;1,44442;2,36639;0,94118;0;0;0;0;0;1,05162;0,38415;0
IOS2015009005301;Alaska Basin East;P20;-138.668;49.565;13 6 2015;1640;Daylight;Bongo VNH;236;0,56;250;0;3965;57.24;51; ;35;59;3,208;0;0;0,10342;0,04193;0;0;0;0;0;0;0;0;0;0,06777;0;0;0,48763;3,28964;11,24299;7,84626;0;0;0;0;0;0;0;0;0;0,0014;0;0;0;0;0;0;0,31306;0;0;0,46317;6,73655;0,23433;0;0;0;0;1,06219;0,45003;0;0,08246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,35639;0,02376;0;0;0;0;0;0;0;0,02236;0;0;0;0;0;0;0;0;0
IOS2015009009201;Alaska Basin East;P26;-144.995;50.002;17 6 2015;0857;Daylight;Bongo VNH;236;0,56;250;0;4250;52.24;91; ;35;52;2,732;0;0,07902;0,05207;0,52067;0;0;0;0;0;0;1,43951;0,1876;0;0,10989;0;0;0,69851;1,89281;18,03706;17,83461;0;0;0;0;0;0;0;0;0;0,00644;0;0,22879;0;0,93109;0;0;0,40429;0,03063;0,02573;0,77059;11,25574;0,27918;0;0;0;0;0,58193;0;0;0,54211;0;0;0,73507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53599;0;0,36447;0;0;0;0,01421;1,80092;0;0;0;0,20827;0;0;0;0;0;0;0;0;0
IOS2015009010101;Northern Vancouver Island Offshore;P08;-128.667;48.817;20 6 2015;0930;Daylight;Bongo VNH;236;0,56;249;0;2513;46.29;100; ;35;69;2,459;0;0,02973;0,00864;0,5876;0;0;0;0;0;0;2,00035;0;0;0,06049;0;0,00031;0,26195;1,13293;1,40869;1,32729;0;0;0,12098;0;0;0,11203;0,06049;0,06222;0;0,00864;0;0,43759;0,10931;0;0;0;0,47699;0;0;0,2938;0,38021;0,26235;0;0;0;0,04666;0,65673;3,99222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05876;0;0,33701;0;0;0;0;0;0;0;0;0;0;0;0;0,33744;0;0,01037;0;0;0,91942;3,59473;0,84684;0;0;0;0;0;0,3154;0;0
IOS2015048000201;Haida Basin;BSE12;-135.559;53.366;10 7 2015;1945;Daylight;Bongo VNH;236;0,56;250;0;1346;51.10;3;"Took 1-14cm diam jelly from frozen side; took pic. Took 9 Neocr from frozen (chito station) ";35;79;3,262;0;0,02693;0,21292;1,59687;0,20352;0;0,34442;0;0;0;7,8884;0,091;0;0,11565;0;0;0,31478;4,22262;1,05048;0,72016;0;0;0;0;0;0,05074;0;0,64188;0;0,02536;0;0,08674;0;0,01127;0;0;0,41331;0;0;1,79076;3,7593;0,17171;0;0;0;0;1,88062;1,26966;0;0,32676;0;0,31311;0,75147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31311;0,54795;0;1,70333;0,53229;0;0,91703;0,00664;0,19413;0;0;0,38826;1,10215;0,21918;0;0;0,08806;0;0;0;0;0
IOS2015048000401;Haida Basin;BSE11;-135.663;53.303;10 7 2015;2233;Daylight;Bongo VNH;236;0,56;98;0;117;20.27;5;Larval fish in frozen + pickled ;35;59;2,539;0,50518;0;0,03355;2,64923;0;0;0;0;0;0;2,13123;0;0;0,48842;0;0,00189;1,59037;5,24124;0,82566;1,69709;0;0;0;0;0,03207;0;0,37;0,4223;0;0,14366;0,31258;0,06591;0,75284;0,05683;0;0;0,50518;0;0,1263;0,28475;2,47381;0,26837;0;0;0;3,31524;2,19142;1,58855;0;0;0,25654;0,09867;7,5777;0;0;0;0;0;0;0;0;0;0,0041;0;0;0;0;0;0;0;0;0;0;0,34534;0;1,61026;8,58806;0;0;0,09851;0,37889;0;0;2,58905;0,63148;26,71189;0;0;0;0;0,49827;3,60138;0;0,1263
IOS2015048000601;Haida Basin;BSE10;-135.781;53.237;11 7 2015;0016;Night;Bongo VNH;236;0,56;250;0;915;43.92;7;Frozen in 2 bags, pickled in 2 jars, viper fish in 3rd ;35;63;1,552;0;0;0,07741;1,23862;0,29144;0;0;0,45082;0,12978;0,69194;27,97131;0,17054;0;0,1702;0;0;1,23073;8,41385;1,67489;2,90392;0;0;0;0;0;0,08424;0,13041;0,04918;0;0,00874;0;2,04141;0,84196;0;0;0;2,15665;0;0;1,57377;40,3643;0,75774;0;0;0;0,02004;11,16006;0,58652;0;0,10747;5,21858;0,18215;11,07759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,87659;0;8,42259;0;0;0;0,01108;0,29144;0;0;5,12933;102,12022;36,72131;0;0;0;0;0;0,07172;0,72404;0
IOS2015048000801;Haida Basin;BSE13;-135.454;53.427;11 7 2015;1957;Daylight;Bongo VNH;236;0,56;241;0;1755;55.78;9;"Pickled sample small spill. Adjusted wire angle to match RBR max depth; was 0. PRIABf in frozen sample ";35;65;2,535;0;0,04934;0,05921;0,48763;0,40158;0;0;0;0,20437;0;3,33962;0;0;0,44035;0;0;0,88968;1,21391;1,30512;0,89207;0;0;0;0;0,02331;0;0,07343;0,22543;0;0,01262;0;0,09077;0,12334;0;0;0;0,22947;0;0,06425;0,88225;2,66139;0,55715;0;0;0;0,15489;1,63499;0,46181;0,14686;0,3858;0,08462;0,57368;2,75368;0;0;0;0;0;0;0;0;0;0;0;0,0986;0;0;0;0;0;0;0;0,57368;0,50197;0;0,09753;0,3901;0;0,28003;0;1,03263;0;0;0,89494;1,23915;0,40785;0;0;0;0;0;0;0,09555;0,08949
IOS2015048001001;Dixon Basin;BSE14;-135.335;53.496;11 7 2015;2225;Daylight;Bongo VNH;236;0,56;246;0;2983;56.81;11;"Adjusted wire angle to match RBR max depth; was 0 ";35;66;2,711;0,00958;0,01211;0,09576;0,59145;0,01127;0;0;0,23235;0;0;1,52438;0,08185;0;0,10035;0;0;0,26194;1,15613;0,73085;0,89421;0;0;0;0;0,05686;0;0;0,05133;0;0,00267;0;0,45939;0;0;0;0;0,10138;0;0,00789;0,86787;1,44517;0,0018;0;0;0;0;1,10192;0,45344;0,01802;0,04154;0;0,03521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,73931;0;0,16758;0;0;0;0,00073;0,2225;0;0;0,25348;1,1153;0,27108;0;0;0;0,00634;0;0,05545;0;0
IOS2015048001201;Haida Basin;BSE9;-135.892;53.178;12 7 2015;2127;Daylight;Bongo VNH;236;0,56;250;0;3279;52.47;13; ;35;65;2,608;0,02683;0,13112;0,10368;2,07357;0;0;0;0,50314;0;0;6,4494;0,2935;0;0,14814;0;0,00073;0,42349;3,92323;1,42404;0,84467;0;0;0;0;0;0,16943;0;0,32933;0;0,01036;0;0,29026;0,66994;0;0;0;0,31713;0;0;0,58731;2,05832;0,15527;0;0;0;0;1,95484;1,47741;0;0,36638;0,0991;0,91481;0,91481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,13455;0;1,50334;0;0;0;0,00073;0,17076;0;0;0,80503;2,65904;4,16905;0;0;0;0;0,03431;0;1,86011;0
IOS2015048001401;Haida Basin;BSE18;-135.256;53.185;13 7 2015;0137;Night;Bongo VNH;236;0,56;245;0;3441;52.60;15;"Larval fish in tow. Adjusted wire angle to match RBR max depth; was 0. PHR-- and STSCHf in frozen sample. ";35;74;2,776;0;0,07848;0,07757;0,25856;0;0;0;0,18821;0;0;0,80152;0,30608;0;0,09104;0;0;0,29795;0,74362;1,1156;3,01445;0;0;0;0;0,04943;0;0,42586;0;0;0,02251;0;0,34785;0,69597;0;0;0;0,49277;0;0;0,10951;4,47528;0,36502;0;0;0;0,10076;1,15589;1,71407;0;0,01122;0;1,21673;2,25673;0;0;0;0;0;0;0;0;0;0,0004;0,02737;0,10456;0;0;0;0;0;0;0;0;0,13308;0;0,02586;0;0;0;0,01149;0,19772;0;0;0,10951;0,60228;0,00665;0;0;0;0;0,02091;0,8327;0;0,01669
IOS2015048001601;Haida Basin;BSE6;-135.572;53.131;13 7 2015;2032;Daylight;Bongo VNH;236;0,56;241;0;3208;50.57;17;"Adjusted wire angle to match RBR max depth; was 0 ";35;65;2,987;0,05062;0,13605;0,04034;0,26893;0;0;0;0;0;0;2,22661;0;0;0,1458;0;0,0007;1,89341;1,04157;0,5703;0,5529;0;0;0;0;0;0;0,05537;0;0;0,02975;0,10125;0,14668;0,54602;0;0;0;0,30373;0;0;0,35594;5,16512;0,71378;0;0;0;0,0174;3,46569;0,50939;0;0,02333;0,19617;0,1582;0,23097;0;0;0;0;0;0;0;0;0;0,00165;0,02373;0;0,19181;0;0;0;0;0;0;0;0,27684;0;0,16136;0;0;0;0,00273;0,17719;0,00854;0;0,10757;0,14238;0;0;0;0;0;0;0;0,30947;0
IOS2015048001801;Haida Basin;BSE5;-135.135;53.381;13 7 2015;2359;Daylight;Bongo VNH;236;0,56;238;0;2853;61.29;19;"Larval fish in tow. Adjusted wire angle to match RBR max depth; was 0. SERSI in frozen sample. ";35;83;2,883;0,07101;0,02245;0,06657;0;0,05221;0;0;0,21537;0;0;2,89795;0,04568;0;0,18452;0;0;1,30514;2,46315;0,94435;0,32763;0;0;0;0;0,04112;0;0;0,10214;0;0,01985;0,00157;0,18522;2,64487;0;0;0;0,40724;0;0,00731;0,32893;3,8995;0,01305;0;0;0;0,07048;0,248;1,79279;0;0,15683;0,86996;0;0;0;0;0;0;0;0;0;0;0;0,00136;0;0;0;0;0;0;0;0;0;0,26105;0,68527;0;0;0;0;0,76456;0,00089;0,14097;0;0;0,09398;0,01566;0,03263;0;0;0;0;0;1,42927;0,70436;0,02088
IOS2015048002001;Haida Basin;BSE1;-135.643;52.867;14 7 2015;0535;Daylight;Bongo VNH;236;0,56;250;0;3429;63.46;21;Paint chips in sample. ;35;77;2,686;0;0,06505;0,04286;1,71447;0,0706;0;0;0;0,71856;1,19508;5,49155;0,13143;0;0,11135;0;0,0002;0,32851;0,78367;1,30395;0,5635;0;0;0;0,00315;0;0;0,17649;0;0,25528;0,01286;0;0,27725;1,21482;0;0;0;0,28238;0;0,01412;0,21557;2,32903;0,16238;0;0;0;0,00728;0,44753;0,40592;0;0,08435;0,32777;0;1,81532;0;0;0,0353;0;0;0;0;0;0;0,00066;0;0;0;0;0;0,21037;0;0;0;0,25213;0,22061;0;0,38575;0;0;0;0,00131;0,09077;0;0;0,81689;5,72833;0,06303;0;0;0;0;0;1,11881;0;0,02521
IOS2015048002301;Haida Basin;BSE3;-134.666;53.450;14 7 2015;1323;Daylight;Bongo VNH;236;0,56;246;0;2883;75.81;24;"Adjusted wire angle to match RBR max depth; was 0 ";35;60;2,486;0;0,0726;0,07176;0;0;0;0;0;0;0;5,44181;0,06134;0;0,30999;0;0;0,38182;1,35581;0,10341;0,41367;0;0;0;0;0;0,09761;0,26382;0;0;0,0076;0;0,00864;0,63316;0,03039;0;0;0;0;0,15365;1,16037;8,611;0,25326;0;0;0;0;1,40351;0,3398;0;0,19132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,36934;0;0;0;0;0;0,00101;0,42211;0;0;0,75979;1,58713;0,01979;0;0;0;0;0,01715;0,20974;0;0,04981
IOS2015048002501;Haida Basin;BSE4;-134.907;53.520;14 7 2015;1525;Daylight;Bongo VNH;236;0,56;241;0;2872;63.92;26;"Adjusted wire angle to match RBR max depth; was 0. BEYMA in frozen sample. ";35;61;2,929;0;0;0,14593;0,42553;0;0;0;0;0;0,07284;8,83121;0;0;0,06943;0;0,0006;0,19669;0,68335;1,12806;0,20275;0;0;0;0;0;0,32453;0;0,12829;0;0,00438;0;0,03949;1,77778;0,00451;0;0;0,13517;0;0,0035;0,83504;2,22935;0,11264;0;0;0;0,06758;0,47559;1,38861;0,12516;0,32541;0;0;0,01827;0;0;0;0;0;0;0;0;0;0,00065;0;0;0;0;0;0;0;0;0;0;0;0;0,02128;0,10638;0;0;0,00065;0,14017;0;0;0,18523;1,09137;0,26831;0;0;0;0;0;1,82728;0;0
IOS2015048002701;Haida Basin;BSE7;-135.825;52.961;14 7 2015;2157;Daylight;Bongo VNH;236;0,56;227;0;3477;65.29;28;"Adjusted wire angle to match RBR max depth; was 0. Flow start doesn't match last event end, not sure which is right ";35;84;3,291;0,0196;0,06323;0,06249;0,30632;0;0;0;0,60652;0;0,11616;2,32464;0;0;0,09612;0;0;0,32135;2,99807;1,44408;0,57957;0;0;0;0;0,02987;0,07943;0;0,02233;0;0,00956;0,04313;0,22021;1,16778;0,09753;0;0;0,60285;0;0,00686;0,91223;2,47818;0,22202;0;0;0;0,16052;1,82217;0,19727;0;0,23158;0,63716;0,12253;0,58815;0;0;0;0;0;0;0;0;0;0,00064;0;0;0,23893;0;0;0;0;0;0;0;0,26803;0;0;0,08332;0;0;0,00127;0,35534;0;0;0,11273;0,25731;0,05361;0;0;0;0;0;0,242;0;0,01225
IOS2015048002901;Haida Basin;BSE8;-136.067;53.075;15 7 2015;0009;Night;Bongo VNH;236;0,56;250;0;3471;55.78;30; ;35;58;1,618;0;0;0,14629;0,06095;0;0;0;0,47329;0;0;15,75724;0,37146;0;0,04285;0;0,00052;0,19232;2,41233;1,94323;1,34529;0;0;0;0;0,10451;0,09297;0;0,58802;0;0,02036;0;0,3974;1,28932;0;0;0;0;0;0;0,75526;3,3417;0;0;0;0;0;0,90535;1,21442;0;0,09597;0,09322;0,28684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12549;0;0,09753;0;0;0,28003;0;0,10326;0;0;1,61778;13,5848;5,72248;0;0;0;0;0;1,33202;0,28684;0
IOS2015048003401;Dixon Basin;BSE16;-135.397;53.677;16 7 2015;2130;Daylight;Bongo VNH;236;0,56;241;0;2904;54.44;35;"Adjusted wire angle to match RBR max depth; was 0. ";35;62;2,144;0;0;0;0,49963;0;0;0;0,96988;0;0;2,01635;0,04758;0;0,50211;0;0;2,10527;2,48994;1,48687;3,17707;0;0;0;0;0;0,06796;0,05143;0,15871;0;0,01352;0;0,02707;0,29915;0;0;0;0,23512;0;0;0,92461;4,32035;0,29155;0;0;0;0;1,67524;0,47318;0;0,1734;0;0;1,41073;0;0;0;0;0;0;0;0;0;0,00458;0;0;0;0;0;0;0,5878;0;0;0;0,51433;0;0,69949;0;0;0,86076;0;0,37619;0,06348;0;0,68185;1,69287;0,61719;0;0;0;0;0;0;2,90596;0
IOS2015048003901;Northern Vancouver Island Offshore;CS00;-129.917;50.461;18 7 2015;1848;Daylight;Bongo VNH;236;0,56;227;0;2190;88.84;40;"Flow flagged high, should be around 52.34. Flow start recorded as 74800, but used end of last event. Adjusted wire angle to match RBR max depth; was 0 ";35;73;2,586;0;0,03098;0,0258;0,07204;0,07204;0;0;0,14858;0;0;0,96517;0,14768;0;0,28109;0;0,00022;1,09238;1,88271;0,95226;0,33318;0;0;0;0;0,01418;0;0,15759;0,22017;0;0,02665;0;0,12656;0,33009;0,02593;0;0;0,23053;0;0;0,4815;2,10716;0,21612;0;0;0;0;0,43787;3,5861;0;0,10626;0,08509;0,31968;0,10518;0;0;0;0;0;0;0,01351;0;0;0,00187;0,01914;0;0;0;0;0;0;0;0;0;0;0;0,30617;0;0;0;0,00684;0;0;0;0,10086;0,06844;0,03152;0;0;0;0,00023;0,04052;0;0;0
IOS2015010003601;Northern Vancouver Island Offshore;P08;-128.666;48.817;22 8 2015;0815;Daylight;Bongo VNH;236;0,56;250;0;2514;88.47;38;Flow flagged high, should be around 52 ;35;74;2,838;0,0246;0,08681;0,32553;0;0;0;0;0;0;0;0,26189;0;0,01085;0,07357;0;0,00116;0,662;0,99028;0,54753;0,16902;0;0;0;0;0;0;0;0;0;0,00471;0;0,02848;0;0;0;0;0,47745;0,0026;0,01447;0,31903;3,48592;0,6994;0;0;0;0,3617;0,20119;0,0364;0;0,02668;0,05878;0;0,86809;0;0;0;0;0;0;0;0;0;0;0;0;0,10964;7,96993;0;0;0;0;0;0;0,03617;0;0;1,7468;0,042;0,70623;1,22256;0,15192;0;0;0,62213;0,00362;0,03165;0;0;0;0,00011;0;0;0,17181;0,03617
IOS2015010004901;Northern Vancouver Island Offshore;P12;-130.667;48.970;23 8 2015;0931;Daylight;Bongo VNH;236;0,56;249;0;3233;51.57;50;Sablefish and saury ;35;77;3,083;0;0;0,27806;0,1241;0;0;0;0;0;0;0,41776;0;0,01241;0,17261;0;0,00037;1,89257;1,07083;0,1511;0,5763;0;0,01489;0;0;0;0;0;0;0;0,02668;0,00186;0,14031;0;0;0;0;0,33818;0;0,12162;1,17417;4,37774;0,27675;0,00814;0;0;0,31026;0,79115;0;0;0,04576;0;0;0;0,03103;0;0;0;0;0;0;0,06981;0;0;0;0;0;2,73027;0;0;0;0;0;0;0;0;0;3,22669;0,29823;0,30289;0,53364;1,21621;0,00407;0;0,09928;0;0,02715;0;0;0;0,00116;0,019;0;0;0
IOS2015010006501;Alaska Basin East;P16;-134.684;49.289;24 8 2015;2352;Night;Bongo VNH;236;0,56;241;0;3633;71.17;70;Phalathropes in scattered groups ;35;92;3,12;0;0,25629;1,07911;0;0;0;0;0;0;0;0,57485;0,17761;0;0,17223;0;0,00216;0,82976;1,69151;1,45431;0,43052;0;0;0;0;0,01827;0;0;0;0;0,02068;0,07194;0,15048;5,7432;0,01619;0;0;0,7194;0;0,01259;0,91769;6,29479;1,19785;0;0;0;0,46509;0,90769;0,63538;0;0,16355;0,58452;0;1,07911;0;0;0;0,00141;0;0;0;0;0;0;0;0;0;4,9459;0;0;0,44963;0,06182;0;0;0;0;0;0;0,22009;0;0;0,28777;0;0;1,00717;0,01799;0,78685;0;0;0;0,00028;0;0;0;0
IOS2015010007701;Alaska Basin East;P20;-138.667;49.568;26 8 2015;0828;Daylight;Bongo VNH;236;0,56;250;0;3965;73.74;79;1 female pintail - ate some muffin ;35;69;3,168;0,00955;0;0,08679;0,18443;0;0;0;0;0;0;0,53024;0;0;0,04217;0;0;0,64703;0,88813;0,35705;0,77678;0;0;0;0;0;0;0;0;0;0,01519;0;0;0,70046;0,1649;0;0;0,24519;0;0;0,63445;2,08028;0,42198;0;0;0;0;0,10306;0,17467;0;0,032;0;0;0;0,08679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,95281;0;0,75943;0;0,09493;0;0;1,31923;0,04746;0;0;0,03906;0;0;0,00868;0,00434;0;0;0;0;0;0,02441;0;0;0
IOS2015010009701;Alaska Basin East;P26;-145.000;50.002;28 8 2015;0442;Night;Bongo VNH;236;0,56;249;0;4250;70.64;94; ;35;70;2,953;0;0,07792;0,18574;0,07786;0;0;0;0;0;0,42945;0,26047;0,03666;0;0,12267;0;0,00381;2,02672;10,41077;0,90035;3,56965;0;0;0;0;0;0;0;0;0;0;0;0,86823;5,8663;0,68932;0;0;2,01585;0,0453;0;0,24462;7,29332;3,13766;0;0;0;0;2,58211;1,19309;0;0,13364;0;0;0;0,05085;0;0;0;0;0;0;0;0;0;0;0;0,13732;0;0;0;0;0,06229;0,39638;4,53001;1,18913;0,10759;0,61608;0,16733;0;0;0,54534;0,07248;0;0;0;0,02718;0;0;0;0;0;0;0;0;0
PBS2015002007801;Haida Basin;OQCI04;-131.603;52.118;7 9 2015;2100;Daylight;Bongo VNH;253;0,58;250;0;1550;92.34;79; time not recorded. Flow high, should be around 56 ;35;62;2,645;0;0,0298;0;0;0,02772;0;0;0,2859;0;0;0,12069;0,00314;0;0,03778;0;0;0,92666;8,34473;0,20793;0,08837;0;0;0;0;0;0,04007;0;0,25504;0;0,24744;0;0,22525;2,24323;0,01248;0;0;0,31882;0;0;0,4908;2,23088;0,15595;0;0;0;0;0,76023;1,04299;0;0,02556;0;0;0,0506;0,0389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0953;0,15161;0;0,0379;0,0823;0,11783;0;0;0,16916;0,00541;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02772
